"","date","GMV","tv.spend","direct.net.home","direct.home","organic.net.home","organic.home","paid.brand","organic.net.home.forecast","organic.net.home.lift","organic.net.home.lift.low.bound","organic.net.home.lift.upper.bound","organic.home.forecast","organic.home.lift","organic.home.lift.low.bound","organic.home.lift.upper.bound","direct.net.home.forecast","direct.net.home.lift","direct.net.home.lift.low.bound","direct.net.home.lift.upper.bound","direct.home.forecast","direct.home.lift","direct.home.lift.low.bound","direct.home.lift.upper.bound","paid.brand.sessions.forecast","paid.brand.lift","paid.brand.lift.low.bound","paid.brand.lift.upper.bound"
"89",2015-05-11,1239543,0,8770,3593,14492,3259,3838,16820.3837328782,0,0,0,3290.18867057509,0,0,0,9084.46412758972,0,0,0,3247.25247672996,0,0,0,3902.05306816824,0,0,0
"90",2015-05-18,1083484,0,7676,2877,13636,2721,3485,14039.816117374,0,0,0,3179.60057287666,0,0,0,8636.24131521347,0,0,0,3352.14185771265,0,0,0,3839.99345460145,0,0,0
"91",2015-05-25,980407,0,7999,2951,14647,2879,3622,13466.7459023211,0,0,0,2644.40575403922,0,0,0,8804.26178174293,0,0,0,2822.86705446404,0,0,0,3714.14403810426,0,0,0
"92",2015-06-01,1048696.36,0,7870,2984,14830,3017,3587,14846.9017438707,0,0,0,3030.21080842073,0,0,0,8464.27725017185,0,0,0,2781.92737932223,0,0,0,3977.3683999408,0,0,0
"93",2015-06-08,837016,41724.98660239,8398,5507,15172,3792,4847,15668.7508670033,802.566871821903,713.973871630036,891.159872013771,3638.50755321188,744.315212322373,687.375621799182,801.254802845565,8715.32535518944,365.784012451689,10.7012838510773,720.8667410523,5406.93997857879,2607.2794059713,2407.11771445277,2807.44109748983,5247.64323868672,1480.08075261382,1363.07716043012,1597.08434479753
"94",2015-06-15,1018177,37384.8701979911,8831,5329,15309,3759,4811,15003.3958421594,725.029104531521,649.829754304143,800.228454758899,3697.39263423709,666.628478741577,618.345343194167,714.911614288987,8587.88895814271,267.475604995727,-39.2748244498414,574.226034441296,5085.95783213894,2347.60372854437,2178.3189694229,2516.88848766584,4930.76940470383,1328.33322318018,1226.95509717103,1429.71134918932
"95",2015-06-22,1051226,47852.64,8597,7793,16796,3925,5429,15536.0809953869,909.690244520299,800.535399118264,1018.84508992233,3859.80550617517,854.103120510013,783.861079273146,924.34516174688,8987.59232940597,528.40443621218,100.577364251039,956.231508173321,5758.97659105538,2969.34952904934,2721.61818811057,3217.0808699881,5340.77210684737,1693.45539037469,1553.02489815951,1833.88588258987
"96",2015-06-29,1596740,93670.66,8991,8195,16819,4601,6494,17767.3205243835,1623.50353920361,1299.31052033466,1947.69655807256,4696.13953026232,1678.90451364036,1469.09628907835,1888.71273820237,11084.8014007307,2628.29648178407,1489.35493083084,3767.23803273731,9718.25336033006,5507.56612389608,4756.62719917871,6258.50504861345,7092.30311775124,3256.54795660247,2890.26742868632,3622.82848451861
"97",2015-07-06,NA,0,7701,5209,16785,3285,4128,15058.904193441,0,0,0,2850.69695545414,0,0,0,7727.57355001466,0,0,0,2835.99997403517,0,0,0,3308.68343727984,0,0,0
"98",2015-07-13,NA,21778,7267,6109,16874,3633,3388,17534.091499288,434.804130964031,399.750772229693,469.857489698369,3713.83003302296,387.779081347496,365.37905607792,410.179106617073,7455.27823951801,29.5818232376357,-125.235741574658,184.39938804993,5906.21724665473,1391.70645027665,1314.15855944919,1469.25434110411,5049.17255764561,778.422516753677,726.603798505959,830.241235001394
"99",2015-07-20,NA,40760,8288,7420,18118,4258,3038,17156.2674696963,785.446327482692,699.915161761642,870.977493203742,3768.51621876614,727.036929990189,672.076900886207,781.996959094172,8150.5177926216,342.716388372891,-1.39129487196385,686.824071617746,6997.17515384264,2549.77417673284,2356.67956742873,2742.86878603694,3839.04198043207,1446.38531577229,1332.92526234614,1559.84536919845
"100",2015-07-27,NA,26420,6717,6204,16810,3665,2991,18032.1853595378,522.990952286103,477.307617789951,568.674286782255,4040.78270734649,470.63494989137,441.394004223839,499.875895558901,7900.86696144959,81.4357051105136,-114.99632759204,277.867737813067,6231.84039696097,1679.63770768721,1577.95898998982,1781.3164253846,2856.11700837613,942.676291443481,877.200814906339,1008.15176798062
"101",2015-08-03,NA,46033,7429,7198,16427,3781,4576,16958.4434086014,878.166501137614,775.319481718263,981.013520556966,3759.53013760472,821.488194038049,755.328464316961,887.647923759137,8017.60873250386,477.202039281669,71.5274488933484,882.876629669991,7168.91126571364,2862.38770553952,2629.2683001467,3095.50711093234,3827.4322542328,1630.19922607907,1496.89240498201,1763.50604717613
"102",2015-08-10,NA,44094,6896,6727,15491,3514,4565,16247.1844505751,844.308003639684,747.994890676654,940.621116602714,3842.8615861024,786.745788285415,724.813358543367,848.678218027463,7553.10926065272,425.347728776969,42.7667746349623,807.928682918975,6864.46536702854,2747.89195473426,2529.89124438443,2965.89266508409,4996.57523242695,1562.69464697567,1436.82358498764,1688.56570896369
"103",2015-08-17,NA,44736,7418,6987,15419,3723,5017,15323.8634897111,855.549000342188,757.093964109602,954.004036574774,3445.18361601778,798.247586162307,734.929533078353,861.565639246261,7523.12007391385,442.20736248328,52.0386311366975,832.376093829863,6594.2253507955,2785.86047800507,2562.90560012708,3008.81535588305,5047.89932400404,1585.05663481336,1456.74133521144,1713.37193441528
"104",2015-08-24,NA,42911,6949,6862,15109,3482,4905,15370.5074035904,823.515375646073,731.09354111429,915.937210177857,3800.25245285397,765.555193475321,706.139647322171,824.970739628471,7451.44660865554,395.082666132734,26.3318933889941,763.833438876474,6599.40952814158,2677.77478032024,2468.76919610283,2886.78036453765,5127.60520520293,1521.45932110357,1400.04623115791,1642.87241104923
"105",2015-08-31,NA,45000,6720,6905,14411,3048,4922,15090.6859420087,860.16270554865,760.820718867631,959.504692229669,3350.29193451613,802.977688299102,739.085816271125,866.869560327079,7479.48550359904,449.229127708052,55.9233874235207,842.534867992583,6731.02725055203,2801.45671139611,2576.44978093728,3026.46364185495,4720.6108345295,1594.24896618556,1464.92346630145,1723.57446606967
"106",2015-09-07,NA,45000,6700,6790,14406,2947,5273,14265.7405713378,860.16270554865,760.820718867631,959.504692229669,3096.42152752783,802.977688299102,739.085816271125,866.869560327079,7190.96360448527,449.229127708052,55.9233874235207,842.534867992583,6670.6698616704,2801.45671139611,2576.44978093728,3026.46364185495,4745.67637779967,1594.24896618556,1464.92346630145,1723.57446606967
"107",2015-09-14,NA,0,5636,4856,14157,2518,3547,13544.8486607032,0,0,0,2205.65938757539,0,0,0,6568.67077962289,0,0,0,3769.96123286062,0,0,0,3445.69936970114,0,0,0
"108",2015-09-21,NA,0,5195,4615,13958,2249,3183,14277.8432152601,0,0,0,2574.01520513726,0,0,0,6369.95277677373,0,0,0,4416.32760917583,0,0,0,3326.7303041734,0,0,0
"109",2015-09-28,NA,0,5182,4433,14116,2218,3155,13918.6523768247,0,0,0,2072.95804631889,0,0,0,5964.89322667026,0,0,0,4350.90705784345,0,0,0,3076.17000721198,0,0,0
"110",2015-10-05,NA,0,5442,3747,14134,2213,3165,14147.2408264407,0,0,0,2320.44860704778,0,0,0,5723.1430652457,0,0,0,4199.38327855213,0,0,0,3049.21900724218,0,0,0
"111",2015-10-12,NA,24783.5,7144,5759,14692,2736,4710,14629.6406274341,492.081545940864,450.272387829893,533.890704051836,2562.63444591696,441.41673811821,414.670373922897,468.163102313524,5809.87531618003,61.3283269734477,-120.087357391845,242.744011338741,5224.27144666368,1578.47924411913,1485.61250911658,1671.34597912168,4022.30235260996,884.836817448905,824.280657315373,945.392977582436
"112",2015-10-19,NA,49276,7900,7751,15223,3170,5916,15147.1319923232,934.179696602665,819.971867268363,1048.38752593697,3202.39108867682,879.622732911656,806.109651045924,953.135814777388,6820.28209633549,570.170351970266,124.690903232448,1015.64980070808,6928.53371388476,3052.68936922415,2793.24216982319,3312.13656862511,5677.17718224588,1742.87290136302,1596.77183344497,1888.97396928107
"113",2015-10-26,NA,50000,6289,6173,11946,2485,4922,15252.9780255912,946.579448488546,829.761353680509,1063.39754329658,3088.85156540856,892.605966625386,817.402857439479,967.809075811293,7454.53731773338,591.992221452084,137.424583681591,1046.55985922258,7410.00397608773,3094.97020176154,2829.46730480801,3360.47309871508,5890.02088426507,1767.98825328171,1618.96970960355,1917.00679695987
"114",2015-11-02,NA,60714,NA,NA,NA,NA,NA,11474.6048664047,1125.58663605043,966.985061467649,1284.18821063322,2599.00700926719,1084.93656502251,982.659116551005,1187.21401349401,7397.69571977913,960.432962617231,362.766890527219,1558.09903470724,6866.48952045299,3711.95098083529,3349.23825442793,4074.66370724264,5162.78286535119,2137.98744997091,1943.18556905352,2332.7893308883
"115",2015-11-09,NA,131786,NA,NA,NA,NA,NA,12320.5536427735,2100.1373493301,1514.6713462537,2685.6033524065,4077.2837953036,2370.27257531943,1990.46023652791,2750.08491411095,11563.3050112915,5563.31365798341,3608.08206965303,7518.54524631378,10390.8835105855,7391.81051831233,6023.97483112005,8759.64620550461,7463.96139428179,4513.35992193917,3891.07482619154,5135.6450176868
"116",2015-11-16,NA,174857,NA,NA,NA,NA,NA,12705.651713079,2510.6634626165,1539.90389293234,3481.42303230066,4842.31673081738,3157.24478732329,2526.4091715292,3788.08040311738,16424.3794607306,10178.6197214635,7055.33490673073,13301.9045361963,12123.9051523501,9272.63587793109,6990.96309631838,11554.3086595438,8692.15427468909,5886.03040808268,4899.99469981021,6872.06611635514
"117",2015-11-23,NA,192000,NA,NA,NA,NA,NA,12826.2116223891,2636.25117621446,1485.55521086106,3786.94714156786,5135.5747651029,3472.16012464302,2724.02101652761,4220.29923275844,18644.7227375112,12398.9629982441,8738.26253391747,16059.6634625707,12658.6577762476,9947.90798916632,7238.5327214987,12657.2832568339,9457.97726011137,6418.34044656726,5265.54484543441,7571.13604770011
"118",2015-11-30,NA,206000,NA,NA,NA,NA,NA,12911.8102445643,2722.84392978927,1413.97301787027,4031.71484170826,5372.08701575552,3730.05132892376,2878.76916073379,4581.33349711372,20619.9169258709,14374.1571866039,10243.9439551245,18504.3704180832,13045.558487372,10468.4029468247,7382.71647971492,13554.0894139345,10119.7100780923,6847.12795630216,5548.86194122994,8145.39397137437
"119",2015-12-07,NA,170286,NA,NA,NA,NA,NA,12662.3111151491,2473.54136674446,1548.20388728182,3398.87884620711,4694.36963793768,3073.43813279977,2472.20795628352,3674.66830931601,15869.211058008,9623.45131874087,6636.49056455163,12610.4120729301,11535.6760883857,9085.53085114308,6911.74853897062,11259.3131633155,9148.75024668604,5742.74589489041,4799.06140499748,6686.43038478335
"120",2015-12-14,NA,96429,NA,NA,NA,NA,NA,11850.2997330217,1661.56885104652,1320.97951511663,2002.15818697641,3328.87679378766,1728.7782299019,1508.31029046181,1949.246169342,9050.23734255495,2804.47760328785,1613.31334227444,3995.64186430126,7980.24805846272,5650.85365865562,4861.31577915352,6440.39153815772,6845.52634995613,3348.82738612253,2966.09700778224,3731.55776446282
"121",2015-12-21,NA,70714,NA,NA,NA,NA,NA,11473.8006299442,1285.0774329018,1082.14254379457,1488.01232200903,2844.32178343043,1264.78840645938,1133.75088984772,1395.82592307104,7627.01065446581,1381.25091519871,635.472185436857,2127.02964496057,6487.69481375501,4273.10027161304,3806.81725157422,4739.38329165185,5941.06130586287,2480.51256377584,2238.56755311838,2722.4575744333
"122",2015-12-28,NA,50000,NA,NA,NA,NA,NA,11135.3011260142,946.579448488546,829.761353680509,1063.39754329658,2451.83846971993,892.605966625386,817.402857439479,967.809075811293,6837.75196071918,591.992221452084,137.424583681591,1046.55985922258,5200.42258307197,3094.97020176154,2829.46730480801,3360.47309871508,5112.44705663604,1767.98825328171,1618.96970960355,1917.00679695987
"123",2016-01-04,NA,0,NA,NA,NA,NA,NA,10188.7213770765,0,0,0,1539.1925451861,0,0,0,6245.75973926709,0,0,0,2001.68908827807,0,0,0,3230.73589974101,0,0,0
"124",NA,NA,0,NA,NA,NA,NA,NA,10188.7213176697,0,0,0,1519.41014983628,0,0,0,6245.75973926709,0,0,0,1903.03957557933,0,0,0,3147.7623490888,0,0,0
